"Sample","Bay","Zone","Re_grid","Year","Season","nseines","ntrawls","Alo. alabamae","Alo. chrysochloris","Anc. cubana","Anc. hepsetus","Anc. lyolepis","Anc. mitchilli","Anchoa spp.","Bai. chrysoura","Brevoortia spp.","Car. crysos","Car. hippos","Car. latus","Chl. chrysurus","Clupeidae spp.","Cyp. variegatus","Dec. punctatus","Dia. auratus","Dor. cepedianum","Dor. petenense","Eucinostomus spp.","Fun. confluentus","Fun. grandis","Fun. seminolis","Fun. similis","Gam. holbrooki","Hae. aurolineatum","Har. jaguana","Hyp. harringtonensis","Hyp. meeki","Hyp. unifasciatus","Hyporhamphus spp.","Lag. rhomboides","Lei. xanthurus","Luc. goodei","Luc. parva","Mem. martinica","Menidia spp.","Mug. cephalus","Mug. curema","Mug. trichodon","Mugil spp.","Oli. saurus","Opi. oglinum","Ort. chrysoptera","Pep. burti","Pep. paru","Poe. latipinna","Sar. aurita","Sel. setapinnis","Ste. caprinus","bottomveg","temp","pH","sal","DO","vis"
"CK_B6_2010_2","CK","B",6,2010,2,4,3,0,0,0,0.140408871,0,0.440108941,0,0.03209583,0.018995179,0,0,0,0.003262599,0,0,0,0,0,0,0.002552889,0,0,0,0,0,0,0,0,0,0,0,0.026904331,0.077990885,0,0,0.088672001,0.00655438,0.00070971,0,0,0,0.001461168,0,0.056163549,0,0,0,0,0,0,0,27.2285714285714,7.93333333333333,17.6857142857143,6.7,0.925
"CK_B6_2010_3","CK","B",6,2010,3,7,2,0,0,0,0.010949811,0,0.141083188,0,0.023808086,0.205636977,0,0,0,0.880746556,0,0,0,0,0,0,0.004103197,0,0,0,0,0,0,0.038932662,0,0,0,0,0.032086048,0.017223886,0,0,0.979781472,0.001240501,0.004962006,0.005272131,0.003339812,0,0.001622194,0.000405549,0.002504859,0,0.003829333,0,0,0,0,0,30.8333333333333,7.92222222222222,22.2777777777778,6.18888888888889,0.95
"CK_B6_2010_4","CK","B",6,2010,4,5,2,0,0,0,0.004542144,0,0.288991384,0,0.002337868,0,0,0,0,0,0,0,0,0,0,0,0.051830229,0,0.015196143,0,0.021040814,0,0,0.001703304,0,0,0,0,0.001703304,0.001736702,0,0,0.042782988,0.011689341,0.016365077,0,0.007013605,0,0,0,0.032247014,0,0,0.001168934,0,0,0,7.14285714285714,20.3,7.84285714285714,22.0285714285714,7.75714285714286,1.03333333333333
"CK_B6_2011_2","CK","B",6,2011,2,2,2,0,0,0,0,0,0.318687749,0,0,0.00851652,0,0,0,0,0,0,0,0,0,0,0,0,0.035068023,0,0,0,0,0,0,0,0,0,0.004341755,0.213664453,0,0,0.05126611,0,0.014611676,0.002922335,0,0,0,0,0.007658666,0,0,0,0,0,0,0,25.875,7.975,23.625,6.8,1.05
"CK_B6_2011_3","CK","B",6,2011,3,4,3,0,0,0,0.009388558,0,6.616052408,0,0.073328113,0,0,0,0,0.103324806,0,0,0,0,0,0,0.016459312,0,0.008767006,0,0.001461168,0,0,0.012106817,0,0,0,0,0.050013473,0.120545911,0,0,0,0.105204068,0,0,0,0,0.00584467,0,0.029559762,0,0,0,0,0,0,0,28.3714285714286,7.67142857142857,18.9285714285714,6.82857142857143,0.616666666666667
"CK_B6_2012_2","CK","B",6,2012,2,5,1,0,0,0,0.062364781,0,0.057043984,0,0.132022756,0.027586845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026449401,0.013158858,0,0,0.015930902,0,0,0,0,0,0.000567768,0,0.015317331,0,0,0,0,0,0,0,27.0333333333333,7.85,21.9,6.38333333333333,0.75
"CK_B6_2012_3","CK","B",6,2012,3,5,3,0,0,0,2.471196135,0,0.160405754,0,0.02802102,0,0,0,0,0.012764443,0,0,0,0,0,0,0.062287488,0,0,0,0.011689341,0,0,0,0,0,0,0,0.003506802,0.001135536,0,0,0.052234655,0.233786819,0,0,0,0,0.000567768,0.008794202,0,0,0,0,0,0,0,13.875,28.4875,7.6875,20.9625,5.05,0.65
"CK_B6_2012_4","CK","B",6,2012,4,4,3,0,0,0,0.014893573,0,0,0,0.00425826,0,0,0,0,0,0,0,0,0,0,0,0.030359048,0,0,0,0,0,0,0.00141942,0,0,0,0,0.013474153,0,0,0,0,0,0,0,0,0,0,0.00070971,0.036378662,0,0,0,0,0,0,0,21.9,7.82857142857143,25.4571428571429,6.58571428571429,1.28
"CK_B6_2013_2","CK","B",6,2013,2,5,2,0,0,0,0.0088276,0,1.186418514,0,0.01382682,0.051165915,0,0,0,0,0,0,0,0,0,0,0,0,0.007013605,0,0,0,0,0,0,0,0,0,0.007903903,0.035535596,0,0,0.006946808,0.031427628,0.00230447,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,7.62857142857143,20.4142857142857,6.12857142857143,0.716666666666667
"CK_B6_2013_3","CK","B",6,2013,3,4,2,0,0,0,0,0,1.347405281,0,0,0,0,0,0,0.797210943,0,0,0,0,0,0,0.036654433,0,0,0,0.001461168,0,0,0.001461168,0,0,0,0,0.00070971,0,0,0,0.015321386,0.035068023,0.002922335,0,0,0,0.013818471,0,0.00070971,0,0,0,0,0,0,0,28.8333333333333,7.43333333333333,20.7,4.13333333333333,0.525
"CK_B6_2013_4","CK","B",6,2013,4,10,1,0,0,0,0.000567768,0,0.430267941,0,0,0.000283884,0,0,0,0.003406608,0,0,0,0,0,0,0.077166349,0,0,0,0.003690492,0,0,0.198434912,0,0,0,0,0,0,0,0,0.000283884,0.038541427,0.001987188,0,0,0,0.001703304,0.000283884,0.007658666,0,0.000567768,0.000567768,0,0,0,8.18181818181818,20.0545454545455,7.94545454545455,21.6818181818182,8.5,0.8
"CK_B6_2014_1","CK","B",6,2014,1,6,1,0,0,0,0.00047314,0,3.222789187,0,0,0.090147084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047314,0,0,0,0,0,0,0,0.168048192,0.430919204,0,0,0,0.00141942,0.147619677,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,8.01428571428571,14.1142857142857,9.25714285714286,0.58
"CK_B6_2014_2","CK","B",6,2014,2,1,1,0,0,0,0.008061753,0,2.242942955,0,0,0.134427421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584467,0.00584467,0,0,0,0,0.011689341,0,0,0,0,0,0,0,0,0,0,0,0,0,26.85,7.85,14.1,7.65,0.7
"CK_B6_2014_3","CK","B",6,2014,3,4,1,0,0,0,0.03068452,0,39.99380926,0,0,0,0,0,0,0.138585379,0,0,0,0,0,0,0.002170878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399608469,0.024839849,0,0,0,0,0.004383503,0.008767006,0,0,0,0,0,0,0,0,30.36,7.92,14.26,6.16,0.8
"CK_B6_2014_4","CK","B",6,2014,4,7,2,0,0,0,0.004505097,0,1.609346713,0,0,0,0,0,0,0.141685316,0,0,0,0,0,0,0.040368783,0,0.003339812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811097,0,0,0,0.001216646,0,0,0.004505097,0.015317331,0,0,0,0,0,22.2444444444444,7.82222222222222,18.6333333333333,7.98888888888889,0.675
"CK_B6_2015_1","CK","B",6,2015,1,3,1,0,0,0,0,0,0.478261035,0,0,0.003896447,0,0,0,0.008061753,0,0,0,0,0,0,0,0,0.007792894,0,0,0,0,0,0,0,0,0,0.007792894,0.011689341,0,0,0,0,0.001948223,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,7.775,19.825,8.1,1.1
"CK_B6_2015_2","CK","B",6,2015,2,5,2,0,0,0,0.021575184,0,0.824056574,0,0.051057771,0.000567768,0,0,0,0,0,0,0,0,0,0,0.010219824,0,0.004675736,0,0.003506802,0,0,0,0,0.001703304,0,0,0.013960413,0.113019228,0,0,0.002872238,0.002905636,0.02571655,0.000567768,0,0,0.001135536,0,0.012764443,0,0,0,0,0,0,0,26.3285714285714,7.75714285714286,15.0428571428571,6.35714285714286,0.683333333333333
"CK_B6_2015_3","CK","B",6,2015,3,5,1,0,0,0,0.00283884,0,3.48713284,0,1.143437071,0,0,0,0,0.045951994,0,0,0,0,0,0,0.058655683,0,0.000567768,0,0.002271072,0,0,0.19758326,0,0,0,0,0.017588403,0.022975997,0,0,0.029523935,0.083228107,0.001703304,0,0,0,0.010497506,0.007380984,0,0,0.007658666,0,0,0,0,0,29.15,7.76666666666667,13.6666666666667,5.41666666666667,0.45
"CK_B6_2015_4","CK","B",6,2015,4,6,2,0,0,0,0.008534893,0,1.277778995,0,0.00851652,0,0,0,0,0,0,0,0,0,0,0,0.046232204,0,0.000974112,0,0.004870559,0,0,0,0,0,0,0,0.00378512,0,0,0,0.039743759,0.034622715,0,0,0,0,0.00094628,0,0,0,0,0,0,0,0,0,22.775,8.0875,20.275,9.775,0.58
"CK_B6_2016_2","CK","B",6,2016,2,4,1,0,0,0,0.010283042,0,5.864680727,0,0.181893311,0.008015548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056829283,0.019245665,0,0,0.182270223,0.012273808,0.008015548,0,0,0,0,0,0.047866661,0,0,0,0,0,0,0,25.28,7.88,16.3,5.98,0.65
"CK_B6_2016_3","CK","B",6,2016,3,3,3,0,0,0,0.006320782,0,0.421094591,0,0,0,0,0,0,0.217667341,0,0,0,0,0,0,0.326806518,0,0.00094628,0,0.00567768,0,0,0.014837302,0,0,0,0,0.00283884,0.00189256,0,0,0.032173519,0.00757024,0.01040908,0,0,0,0.00378512,0,0.002687251,0,0,0,0,0,0,0,30.4166666666667,7.9,19.6,6.31666666666667,1.2
"CK_B6_2016_4","CK","B",6,2016,4,9,2,0,0,0,0.000315427,0,0.792337764,0,0.065143435,0.000315427,0,0,0,0,0,0,0,0,0,0,0.061591513,0,0.007347586,0,0.010334862,0,0,0.002207987,0,0,0,0,0.002226541,0.000315427,0,0,0.00283884,0.038482053,0.00189256,0,0,0,0.003822229,0,0,0,0,0,0,0,0,0,22.5363636363636,8,21.8454545454545,7.36363636363636,0.6125
"CK_B6_2017_1","CK","B",6,2017,1,3,1,0,0,0,0,0,0.047387493,0,0.274099615,0.00094628,0,0,0,0,0,0,0,0,0,0,0,0,0.034066079,0,0.00189256,0,0,0,0,0,0,0,0.00094628,0.029334679,0,0,0,0.00189256,0.048260279,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,7.8,17.775,6.875,1.05
"CK_B6_2017_2","CK","B",6,2017,2,5,3,0,0,0,0.014858027,0,4.36545914,0,0.075512325,0.003506802,0,0,0,0,0,0,0,0,0,0,0.031676817,0,0.04558843,0,0,0,0,0.127743663,0,0.001135536,0,0,0.00584467,0.029845512,0,0,0,0.003506802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,7.875,20.0125,5.575,0.8
"CK_B6_2017_3","CK","B",6,2017,3,3,2,0,0,0,0.007658666,0,0.101927207,0,0.009518463,0,0,0,0,0.028216137,0,0.007792894,0,0,0,0,0.734591582,0,0.021430458,0,0.362369569,0,0,0.033365556,0,0,0,0,0.008627847,0,0,0,0.00189256,0.064291375,0,0,0,0,0.006679623,0.020154383,0,0,0,0,0,0,0,0,30.82,7.7,19.6,3.92,0.75
"CK_B6_2017_4","CK","B",6,2017,4,4,2,0,0,0,0.007293967,0,0.756516565,0,0.347882869,0,0,0,0,0.025528886,0,0.002922335,0,0,0,0,0.108074224,0,0.001461168,0,0.010937883,0,0,0,0,0,0,0,0.004030877,0,0,0,0,0.03991075,0,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0,18.7166666666667,7.81666666666667,18.2666666666667,7.41666666666667,0.8
"CK_B7_2001_1","CK","B",7,2001,1,5,1,0,0,0,0,0,0.430054214,0,0.007658666,0.210474933,0,0,0,0,0,0,0,0,0,0,0,0,0.01053424,0,0.001168934,0,0,0,0,0,0,0,0.012358687,3.621584098,0,0,0,0.009885843,0.084197839,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,8.1,25.9666666666667,9.43333333333333,2.6
"CK_B7_2001_2","CK","B",7,2001,2,4,1,0,0,0,0.00567768,0,0.134135187,0,0.03625033,0,0,0,0,0,0,0,0,0,0,0,0.088004038,0,0.00070971,0,0,0,0,0.00070971,0,0,0,0,0.01987188,0.124199247,0,0,0.01561362,0,0.00070971,0,0,0,0,0,0.379102232,0,0,0,0,0,0,0,25.58,7.9,17.32,6.4,0.9
"CK_B7_2001_4","CK","B",7,2001,4,5,2,0,0,0,0.001703304,0,0.473410812,0,0.614892731,0,0,0,0,0.003481212,0,0,0,0,0,0,0.023846256,0,0,0,0,0,0,0,0,0,0,0,0.000567768,0.003974376,0,0,0,0.018802686,0.000567768,0,0,0,0.003974376,0,0.02088727,0,0,0,0,0,0,0,22.4428571428571,8.14285714285714,28.0571428571429,7.65714285714286,1.3
"CK_B7_2002_1","CK","B",7,2002,1,4,2,0,0,0,0,0,0.061900289,0,0.036469837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212913,0,0,0,0,0,0,0,0.055839706,0.242011105,0,0,0,0.01632333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,8.08333333333333,23.2166666666667,7.26666666666667,0.95
"CK_B7_2002_2","CK","B",7,2002,2,6,1,0,0,0,0.00047314,0,0.186142383,0,0.060710042,0,0,0,0,0,0,0,0,0,0,0,0.000974112,0,0,0,0,0,0.031634813,0,0,0,0,0,0.077088567,0.03581948,0,0,0.019955375,0.014778667,0,0,0,0,0.00189256,0,0,0,0,0,0,0,0,0,25.9,7.8,22.7,7.61428571428571,0.485714285714286
"CK_B7_2002_3","CK","B",7,2002,3,8,2,0,0,0,0.051081888,0,1.245254855,0,0.156066611,0.006575254,0,0,0,0.001064565,0,0,0,0,0,0,0.135705182,0,0.008746132,0,0.010290795,0,0,0.051099119,0,0,0,0,0.030162874,0.036929524,0,0,0.010395164,0.017972362,0,0,0,0,0.00212913,0,0.1787022,0,0,0,0,0,0,0,29.08,7.925,23.76,6.8125,0.45
"CK_B7_2003_1","CK","B",7,2003,1,3,1,0,0,0,0.00094628,0,0.166421234,0,0.05361066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023922277,0.238462555,0,0,0,0.00189256,0,0,0,0,0,0,0.045951994,0,0,0,0,0,0,0,14.3,8.05,18.525,9.6,1.1
"CK_B7_2003_2","CK","B",7,2003,2,5,1,0,0,0,0.023846256,0,0.415635751,0,0.001168934,0.021007416,0,0,0,0.022975997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0.019358504,0.049429213,0,0,0.071538767,0.003406608,0,0,0,0,0.001135536,0,0.015885099,0,0,0,0,0,0,0,28.9166666666667,7.93333333333333,15.95,8.36666666666667,0.55
"CK_B7_2003_3","CK","B",7,2003,3,1,2,0,0,0,0.021162002,0,1.12622463,0,0.082431328,0,0,0,0,0.011487999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038897356,0,0,0.011689341,0.00584467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5666666666667,7.73333333333333,21.8,5.16666666666667,0.633333333333333
"CK_B7_2003_4","CK","B",7,2003,4,5,2,0,0,0,0.001135536,0,0.202025209,0,0,0,0,0,0,0.004822582,0,0,0,0,0,0,0.003481212,0,0,0,0,0,0,0,0,0,0,0,0.000567768,0,0,0,0.009084288,0,0,0,0,0,0.000567768,0,0.012764443,0,0,0,0,0,0,0,23.5428571428571,7.62857142857143,27.3428571428571,6.38571428571429,0.971428571428571
"CK_B7_2004_1","CK","B",7,2004,1,2,1,0,0,0,0,0,0.07965288,0,0,0.069551579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851652,0.320334147,0,0,0,0.01561362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9666666666667,7.96666666666667,20.6333333333333,7.4,0.75
"CK_B7_2004_2","CK","B",7,2004,2,4,3,0,0,0,0.004106671,0,0.670945825,0,0.082250961,0.656106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004106671,0.100684779,0,0,0.01987188,0.002170878,0,0,0,0,0,0,0.3584793,0,0,0,0,0,0,0,24.5857142857143,8.27142857142857,22.7,7.65714285714286,0.857142857142857
"CK_B7_2004_3","CK","B",7,2004,3,2,2,0,0,0,0,0,0.176350654,0,0.425055947,0,0,0,0,0.00141942,0,0,0,0,0,0,0.002922335,0,0.064291375,0,0.081825387,0,0,0,0,0,0,0,0.007658666,0,0,0,0,0,0.002922335,0,0,0,0.003829333,0,0.034463996,0,0,0,0,0,0,0,26.15,7.9,15.075,4.775,0.533333333333333
"CK_B7_2004_4","CK","B",7,2004,4,2,1,0,0,0,0,0,0.116492135,0,0.249914355,0,0,0,0,0,0,0,0,0,0,0,0.010186426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0,0.00141942,0,0,0,0,0,0,0,0,0,24.9333333333333,7.86666666666667,23.3333333333333,7.1,0.7
"CK_B7_2005_1","CK","B",7,2005,1,2,1,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0,0,0,0,0.018156171,0.133119652,0,0,0,0.035485499,0.00141942,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5333333333333,7.73333333333333,21.6,7.36666666666667,1.7
"CK_B7_2005_2","CK","B",7,2005,2,7,4,0,0,0,0.019879037,0,0.094458943,0,0.078601995,0.005009718,0,0,0,0,0,0,0,0,0,0,0.006679623,0,0.005009718,0,0.016699058,0,0,0,0,0,0,0,0.007819454,0.010264196,0,0,0,0.018321253,0.000405549,0,0,0,0,0,0.005743999,0.001914666,0,0,0,0,0,0,23.9272727272727,8.15454545454545,16.7818181818182,6.37272727272727,0.825
"CK_B7_2005_4","CK","B",7,2005,4,4,1,0,0,0,0.467178608,0,2.704052103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070971,0,0.00141942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024839849,0.013526237,0,0,0,0,0.00212913,0,0,0,0,0,0,0,0,0,25.68,8.46,23.88,5.84,0.7
"CK_B7_2006_1","CK","B",7,2006,1,3,1,0,0,0,0,0,0.01987188,0,0,0.00283884,0,0,0,0,0,0,0,0,0,0,0,0,0.01040908,0,0.00094628,0,0,0,0,0,0,0,0.028388399,0.231069167,0,0,0,0.02081816,0.156136197,0,0,0,0,0,0.015317331,0,0,0,0,0,0,0,13.55,8.1,14.1,7.325,1.3
"CK_B7_2007_2","CK","B",7,2007,2,2,2,0,0,0,0,0,0.046757364,0,0.722059992,0.31853454,0,0,0,0,0,0,0,0,0,0,0,0,0.002922335,0,0.008767006,0,0,0,0,0,0,0,0.028771524,0.113971074,0,0,0,0.00584467,0.00141942,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0,24.825,7.675,27.725,4.625,0.825
"CK_B7_2008_1","CK","B",7,2008,1,2,1,0,0,0,0,0,0.086584618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141942,0,0.00141942,0,0,0,0,0,0,0,0.013336346,0.062454479,0,0,0,0.02271072,0.00425826,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,7.83333333333333,24.6,7,1.05
"CK_B7_2008_2","CK","B",7,2008,2,5,1,0,0,0,0.00851652,0,3.522549015,0,0.443396436,0.003506802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009351473,0.010954582,0,0,0.402547504,0.002872238,0.001168934,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4666666666667,7.71666666666667,23.1833333333333,5.58333333333333,0.533333333333333
"CK_B7_2008_3","CK","B",7,2008,3,1,1,0,0,0,0.013739433,0,2.88993906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536540749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,7.85,25.35,4.95,0.85
"CK_B7_2008_4","CK","B",7,2008,4,7,1,0,0,0,0.000405549,0,0.087670057,0,0.007514576,0,0,0,0,0,0,0.001669906,0,0,0,0,0.01347948,0,0.011474639,0,0.010568118,0,0,0,0,0,0,0,0.002886552,0.027935139,0,0,0.015482413,0.00868351,0.003697649,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1625,7.975,25.8875,6.5875,0.4
"CK_B7_2009_2","CK","B",7,2009,2,2,2,0,0,0,0.022279056,0,0.697056394,0,0.004030877,0.002922335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002922335,0,0,0,0.784438272,0.00584467,0,0.002922335,0,0,0,0,0.008061753,0,0,0,0,0,0,0,27.05,7.975,22.025,6.05,0.766666666666667
"CK_B7_2009_4","CK","B",7,2009,4,6,3,0,0,0,0.001948223,0,0.693236553,0,0.00584467,0,0,0.00047314,0,0.003309683,0,0,0,0,0,0,0.04837471,0,0.00094628,0,0.0070971,0,0,0.00804338,0,0,0,0,0.025280832,0.00047314,0,0,0.033119799,0.00141942,0.00047314,0,0,0,0.002894503,0,0.02418526,0.002687251,0,0,0,0,0,0,23.6555555555556,8.08571428571429,24.5,7.8,0.75
"CK_B7_2010_1","CK","B",7,2010,1,4,2,0,0,0,0,0,0.036593126,0,0,0.00283884,0,0,0,0,0,0,0,0,0,0,0,0,0.00212913,0,0,0,0,0,0,0,0,0,0.005958463,1.161962269,0,0,0,0.0070971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3166666666667,8.16666666666667,17.6166666666667,10.05,0.775
"CK_B7_2010_2","CK","B",7,2010,2,3,1,0,0,0,0,0,1.043858145,0,0.00378512,0.08471989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001948223,0,0,0,0,0.00094628,0,0,0.018234736,0.167825538,0,0,0.208181596,0.001948223,0.00584467,0,0,0,0,0,0.00189256,0,0,0,0,0,0,0,25.475,8.3,19.775,7.76666666666667,0.6
"CK_B7_2010_3","CK","B",7,2010,3,3,3,0,0,0,0.005733343,0,0.290251586,0,0.022466649,0.001948223,0,0,0,0.174454277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868351,0,0,0,0,0.00094628,0.016191195,0,0,0.435066137,0,0,0,0,0,0.00094628,0,0.00094628,0,0,0,0,0,0,0,29.8333333333333,8.05,22.8666666666667,6.4,0.65
"CK_B7_2010_4","CK","B",7,2010,4,2,1,0,0,0,0.002922335,0,0.393643014,0,0.004341755,0,0,0,0,0.008061753,0,0,0,0,0,0,0.030029931,0,0,0,0,0,0,0,0,0,0,0,0.00141942,0.00567768,0,0,0,0,0.002922335,0,0,0,0.00283884,0,0.008061753,0,0,0,0,0,0,0,20.3333333333333,8.03333333333333,25.3333333333333,9.4,0.833333333333333
"CK_B7_2011_2","CK","B",7,2011,2,8,2,0,0,0,0,0,0.222264468,0,0.016072844,0.028451021,0,0,0,0,0,0,0,0,0,0,0,0,0.013881092,0,0.074060324,0,0,0,0,0,0,0,0.012691284,0.341287008,0,0,0.005072339,0.012712158,0.002922335,0,0,0,0.000354855,0,0.015317331,0,0,0,0,0,0,0,26.4,7.96,21.9,5.74,0.5
"CK_B7_2011_3","CK","B",7,2011,3,4,1,0,0,0,0.00283884,0,0.461709893,0,0.00726409,0,0,0,0,0.01845246,0,0,0,0,0,0,0.055322923,0,0,0,0,0,0,0.01845246,0,0,0,0,0.00496797,0.0070971,0,0,0.020372851,0.00070971,0.00283884,0,0,0,0.015064009,0,0,0,0,0,0,0,0,0,28.52,7.86,18.7,7.16,0.54
"CK_B7_2011_4","CK","B",7,2011,4,2,4,0,0,0,0,0,0.066509465,0,0.010077192,0,0,0,0,0,0,0,0,0,0,0,0.024149086,0,0,0,0.0070971,0,0,0,0,0,0,0,0.006158284,0.004030877,0,0,0,0.02271072,0,0,0,0,0,0,0.008298864,0,0,0,0,0,0,0,18.2333333333333,8.03333333333333,26.5333333333333,9.63333333333333,1.125
"CK_B7_2012_2","CK","B",7,2012,2,6,2,0,0,0,0.045477103,0,0.282325415,0,0.02382399,0.0023657,0,0,0,0,0,0,0,0,0,0,0.009045323,0,0,0,0.000974112,0,0,0,0,0,0,0,0.018211835,0.00283884,0,0,0.100194351,0.003868615,0,0.000974112,0,0,0,0,0.003829333,0,0,0,0,0,0,12.625,25.575,7.85,26,5.75,0.871428571428571
"CK_B7_2012_3","CK","B",7,2012,3,6,2,0,0,0,0.00898966,0,0.016798935,0,0.01982986,0.00047314,0,0,0,5.718814914,0,0,0,0,0,0,0.015903589,0,0.001948223,0,0,0,0,0.00283884,0,0,0,0,0.009481173,0.004775613,0,0,0.062454479,0.003896447,0,0,0,0,0.00189256,0.006195033,0,0,0,0,0,0,0,7.5,29.3625,7.7375,18.7,4.975,0.625
"CK_B7_2013_1","CK","B",7,2013,1,4,4,0,0,0,0,0,0.00960532,0,0.003481212,0.059907872,0,0,0,0,0,0.001461168,0,0,0,0,0,0,0.00212913,0,0.029933062,0,0,0,0,0,0,0,0.001461168,0.430650829,0,0,0,0.034775789,0.010937883,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2625,7.8875,22.8625,9.1625,0.933333333333333
"CK_B7_2013_2","CK","B",7,2013,2,6,1,0,0,0,0.008131806,0,0.090954205,0,0.004870559,0.007291922,0,0,0,0,0,0,0,0,0,0,0,0,0.00047314,0,0.004369587,0,0,0,0,0,0,0,0.002922335,0.04511529,0,0,0.005315867,0.007180595,0.022293243,0,0,0,0,0,0.00283884,0,0,0,0,0,0,0,24.7714285714286,7.72857142857143,23.2571428571429,6.77142857142857,0.483333333333333
"CK_B7_2013_3","CK","B",7,2013,3,4,3,0,0,0,0.004383503,0,0.934821749,0,0.007305838,0.001461168,0,0,0,0.426870256,0,0,0,0,0,0,0.002170878,0,0,0,0,0,0,0.01348449,0,0,0,0,0,0.00070971,0,0,0.024839849,0,0.001461168,0,0,0,0.001461168,0,0,0,0,0,0,0,0,0,29.3571428571429,7.71428571428571,23.8285714285714,4.52857142857143,0.54
"CK_B7_2013_4","CK","B",7,2013,4,3,3,0,0,0,0.002552889,0,2.675358379,0,0.117244537,0,0,0,0,0.003782823,0,0,0,0,0,0,0.073807541,0,0,0,0,0,0,0,0,0,0,0,0,0.00283884,0,0,0,0,0,0,0.00189256,0,0,0,0.002552889,0,0,0,0,0,0,0,21.8166666666667,8.01666666666667,24.3666666666667,8.71666666666667,1.36666666666667
"CK_B7_2014_1","CK","B",7,2014,1,3,1,0,0,0,0,0,0.592703914,0,0,0.027559582,0,0,0,0,0,0.00094628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095415468,0.627459742,0,0,0,0.00094628,0.01797932,0,0,0,0,0,0,0,0,0,0,0,0,0,16.225,8.15,13.7,9.6,0.6
"CK_B7_2014_2","CK","B",7,2014,2,6,1,0,0,0,0.174588656,0,0.078235089,0,0,0.004870559,0,0,0,0,0,0,0.008509629,0,0,0,0,0,0.00047314,0,0,0,0,0,0,0,0,0,0.00283884,0.02034502,0,0,0.00851652,0.00378512,0.00141942,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6142857142857,7.75714285714286,18.0428571428571,6.81428571428571,0.666666666666667
"CK_B7_2014_3","CK","B",7,2014,3,5,3,0,0,0,0.716390377,0,1.188899645,0,0,0,0,0,0,0.005673086,0,0,0,0,0,0,0.008932699,0,0,0,0,0,0,0.039175991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001135536,0.0141942,0,0,0,0,0,0,0,2.5,29.7625,8.1,18.8125,8.2625,0.725
